内容,评分
某人过年礼盒是需要选择的人家直接一个链接过来选吧。作为一个标准吃货我自然选择了即食大礼包。而收到货以后某人抱着箱子在他妈家吃饭支支吾吾只说买的东西得抱回去。我心里很受用可是还是打开箱子一分为二一家一半。。看来是还房贷还的。而孩子 全文,0.706836434
我去做指甲了爸爸带着买的我也想说吃了不吃饭但是想想算了爸爸带娃妈妈闭嘴🤐️如果是我妈肯定会说 她不正经吃饭都是因为你给她吃这些垃圾  哎,0.931009673
带着微博去旅行超话带着微博去旅行杭州网红酒店打卡圣地民宿不可辜负的美食超话 在湖州的慧心谷住了两天远离城市喝茶 吃饭 散步 爬山 瑜伽 spa放空大脑 休息一下不愧江浙沪最值得住的野奢度假村吃完早餐回家旅行  湖州·湖州慧心谷绿奢度假村 ,1
开启假期模式。在好好做饭吃饭好好读书写字好好运动瑜伽中度过。 ,0.999295471
瘦子的秘诀真的就是不吃天生的不爱吃和后天养成的不能吃。我一位16095的朋友日料店只点一碗面一位176100的朋友晚饭只吃半杯豆花一位17490的朋友一天三餐吃一个紫薯。而我打下这条微博的时候刚从重庆暴吃了三天回来坐在沙发上啃双层吉士汉堡。 ,0.182802825
2019年1月19日上午9点半左右醒。今天是星期日但因为春节放假调休的缘故实际却是工作日。上午起终于逐渐放晴如此正经的太阳已经整整10天不见了。中午烧水洗澡、洗头。14日下午理发以来第一次洗头。中午依旧在单位食堂吃饭11点半左右出发骑哈罗单车前往萝卜丝红烧带鱼、番茄炒蛋、麻婆 全文,1.08E-09
心疼你们带她来一起吃饭吧,0.598952882
朋友离婚了搬来米兰和她一年没见晚上一起吃饭。我看到她就说你怎么离婚之后漂亮这么多是瘦了吗我以为她会说离婚之后开始认真工作健身社交穿搭重拾自己人生做更好的自己之类的话。结果她说我去抽了脂。 ,0.999990597
粗花广州上午还是公司述职大会死赶慢赶还是推迟了1小时结束我都快急哭了怕塞车怕迟到怕各种意外我挂个号很不容易的我和爸爸来不及吃午饭了夏夏已经吃过了但是还是在啃一根吐司边～看她今天情绪不错测过了有对视 ,0.696866769
早饭。 日本·深山樱庵Ryokan Miyama Ouan ,0.867541219
吃饭 ,0.533088235
有点懵逼我本来的意思是过年了留守深圳的小朋友们一起线下聚个会吃个饭啥的我买单怎么变成了一些人直接私信我自己吃饭的账单直接喊我报销 我不欠这些的人啊。本来感觉挺温暖得一件事又变得奇奇怪怪的怪我没讲清楚吧 ,0.104853793
给你们说个我去年暑假回国的真事。我当时刚回成都还有时差也懒得调整。外公外婆去瓦屋山避暑经过成都在我家住两天晚上到的一起吃的晚饭我说外婆年纪大了别做了出去吃去热炒店点了我爱吃的粉蒸肥肠和小炒肉当晚我卖力表演给大家盛饭倒茶嘘寒问暖说瓦屋山好不好玩下楼梯过门槛一定扶 全文,0.352740483
过年就是要一家人整整齐齐地坐在一起唠嗑 那种问成绩的 问工作的 问对象的 突然让人感觉超级温暖 礼貌答复就好 吃饭呢 也要好好吃 不要再盯着手机 顺手查了我国的平均寿命是77岁 你看人这一辈子 年是过一次少一次 还没有几天就要过年了 要开心喔 认真的去听听老一辈的故事 这年啊 吵吵闹闹的才像样 ,0.979031833
去饭店吃饭咋办估计也没人敢在里面吃,0.068183962
文献综述今天做晚饭的时候室友法国小哥过来跟我讨论武汉的疫情。我跟他说武汉今天上午已经封城了——所有公共交通关闭最新消息高速也封闭了。他说你们不是过Lunar New Year呢么这要是发生在法国政府敢在圣诞节前下令封城估计当天就得发生暴动也很难有哪个政治人物敢下这样的决心。倒 全文,0.29279189
从武汉回家的第十天没有症状自我隔离中病情爆发后再没出过门。跟家里人吃饭也分桌因为哪怕自己身体比较好要是万一有问题带给他们自己也要自责一辈子。  现在问题有两个目前病例都是武汉接触者算是第一次传播如果有未到过武汉发病的是否可以表明第二次传播开始了病毒是否会演变 全文,0.999996051
春节对自己的要求在家多睡觉好好吃饭不传谣不信谣不给ZF找麻烦管好我自己 ,0.013935611
前两天我在收拾行李考虑带一罐奶粉还是两罐阿姨说我劝你还是带两罐吧。我问为啥阿姨说你肯定没那么好耐心喂饭多喝点奶嘛。我据理力争我平常不是没耐心是不想强迫她吃饭而已阿姨呵呵。 夏酱家阿姨 ,0.003296172
春节假期第三天。大年三十除夕这一天其实比正月初一还重要。全天依旧下小雨一度短暂停但很快又下气温只有5度上下很冷很冷待在家里都瑟瑟发抖。吃过晚饭早早上床。8点半早起上午贴对联中午去饭店吃年夜饭下午用手机看看新闻晚上在家吃饭等着看央视春晚无论社会怎么发展们的 全文,0.998186419
穿这件衣服陪我爸妈吃饭还收了个红包哈哈哈 微博视频 ,0.261655456
应该是这个假期唯一一次外出吃饭了也就是咱俩的友谊可以做到 ,0.919744663
昨天做两个梦。第一个梦梦到自己去泡温泉所有人都穿了泳裤我全裸光屁股。第二个梦梦到吃饭有个人一直性骚扰我疯狂摸我大腿对方又很热情我觉得很尴尬不知道怎么试过wdy出来帮我解围。 ,0.858806752
我昏睡中途、接水半道、在客厅啃兔头的三十分钟里分别听到了长得好看的叫小姐姐长得不好看的叫X姐、国银Disco、不会说我爱你不记纪念日不让老婆上桌的伟大君人、相亲媒婆、女企业家被大哥成功教化我吃饭时间真的太长了该死 ,0.951830719
家庭主妇的一天真的很累中午饭忙活完了好不容易吃完了洗了碗换好衣服带娃出去溜达一圈回来又要准备晚饭了。但是我发微博主要想问莲藕需要一个洞一个洞清洗吗 ,0.071101592
而我们的早午饭是炒饭 玉米豌豆萝卜粒冷藏包那种牛肉粒鸡蛋葱花昨晚剩饭一炒完事好次 ,0.000196176
初二小雨树叶晃动了1693次吹掉了486片小鸟叫了167声飞来飞去196次。我家厕所瓷砖有200片地砖铺了166片玻璃18块木地板1065块家里大米有35214粒。雨一直下电影刚结束坐等吃饭饭  深圳·龙岗区老干中心 ,2.40E-05
素面朝天窝在家晚上小姨他们要回来一起吃饭了我问老公说我要不要化点妆呢毕竟他们也不是外人。老公看着我坚定地毫不迟疑地说要啊虽然是解决了我的犹豫但是有点伤人 ,0.99844936
昨晚吃饭和朋友们讨论一个话题一个男生朋友问在一段恋情中对方做到什么程度会被判定为劈腿。隐瞒有好感且密切聊天的对象隐瞒同时谈多段恋爱坦诚有喜欢的其他人坦诚同时谈多个对象其实不是的其实现在我身边很多女生朋友要的都不是唯一性了她们在乎的是被爱的绝对值也就是有没有满足 全文,0.999710709
打开腾讯今天的直播主持人都哭了。高中时候的午休晚饭时间和兄弟们专门挑有电脑、有WiFi的小饭店吃饭。和好几个班的兄弟挤在一起只为看一眼湖人队科比当天的比赛集锦截图了我所有社交媒体上关于科比动态。可是我再也没有下一个14年去追你了老大望一路走好。 沈阳 ,0.638929341
晚饭热了又热等了又等娃就是不吃中午吃了半碗方便面到晚上九点多。我都快放弃了最后还想奋力一博捧着碗坐在地上大哭起来呜呜呜呜呜。夏夏一看我哭了跑来抱住我。爸爸心领神会赶紧过来劝夏夏你看你不吃饭妈妈都伤心了你快吃饭吧。娃看我哭得情真意切终于动了恻隐之 全文,0.963536747
今天我有点感冒了吃完午饭就去睡了爸爸自己带娃。四点半我睡醒了爸爸赶紧过来邀功娃我哄睡了碗我洗了地我拖了厨房的地。玩具也收拾了夏夏的洗澡水我倒了我等等这也算一件功劳呐爸爸哎呀你听我接着说睡之前我给她煮了一碗方便面还有午餐肉弄碎了给她吃 全文,0.000429455
本来想让她今天别午睡了晚上早点睡。结果出去吃饭回来路上七点多在安全座椅就睡着了已经扛回家了。这下怎么办呢想来想去只好我也跟着睡实在不行半夜一起嗨吧 ,4.78E-06
我本来不太着急想着三月三假期回来再退房子的结果刚刚吃饭的时候我爸说还要多租一两个月有必要嘛。我就有点着急了 ,0.000386682
最害怕听到吃饭两个字实在吃不下了 ,0.125989978
我本只想宅在家里吃饭睡觉打麻将让日子好过点让心情平静点。网络授课谁能叫停 ,0.551051025
在小姨家吃完饭我留下来跟小姨打游戏爸爸带着夏夏回家给她加餐晚饭吃了半碗、洗澡、刷牙、哄睡这几天真的是练出了带娃熟手工我心甚慰。 ,0.99767474
今年年后见面求别嫌弃胖现在吃饭是最消耗体力的事情。 ,0.334924281
北方大城市将投放储备蔬菜 新型冠状病毒容易中招和规避第一电梯和按钮。电梯是没有过滤功能的高封闭空间如果病人打喷嚏刚好你进入十有八九麻烦。戴口罩按电梯按钮时候垫点面巾纸然后丢垃圾箱或者用袋子装丢掉。第二食堂吃饭。食堂一堆人吃饭不戴口罩风险极高。要避开面对面吃饭 全文,0.003228299
疫情结束我要打电话把没约的朋友都叫上 去喝奶茶一天喝两三杯不带睡的那种 一起去吃火锅蘸料弄得满满的 还要加冰粉 吃寿司就一口一点也不含糊 喝冬阴功汤 喝到嘴角发麻 往部队火锅要加超多辛拉面 更要吃超多炸鸡芝士年糕 夜宵吃巨多烧烤 看很多场电影抱着爆米花狂啃 还要吃甜品千层 更要有你在身边 ,0.999975762
神奇仙女这几天不吃饭还长胖了一斤脸豆圆润了。 ,0.118764035
今天吃饭的时候我朋友手机响了一下收到一条通知巴厘岛回国航班被取消了 ,0.002206103
吃饭的时候冲浪教练从包里拿出一个推子说我头发太长了好多白头发剃了好看我说这是不是不太好我教练说没关系餐厅老板我的朋友你脱衣服吧然后我特么在餐厅门口的剃了个头 ,0.680929906
2020年2月5日上午9点半左右醒睡了近8个小时。一早放晴全天阳光充足强烈是我年后回到台州后首次见到阳光。不久接全国公共卫生公益热线来电以第三方机构身份就我1月18日捐献血小板血站服务满意度情况作电话回访调查1分最低5分最高我给出5分评价。午饭吃奶黄包、烧卖和鸡腿喝一瓶250 全文,1.38E-09
初十四武汉封城第十六天隔离第十七天。全城都在悲痛中我们还活着可是他却不知去了哪里。我们都是普通老百姓眼里也只有眼前这点柴米油盐的日子可是今天在吃饭的时候有多少人都觉得难以下咽因为他不在了。你明白吗为谁而鸣为我们每一个人而鸣 ,0.995885062
饿了去吃饭,0.422496434
喂饭渣夏吃饭她肯张口吃了我感动得说谢谢你小姨在旁边当妈也太卑微了。我我就是卑微本人 ,0.889260301
中国诗词大会总决赛  恭喜彭敏有志者事竟成      这五季中国诗词大会看下来盘点一下喜欢的人物武亦姝、姜闻页、邓雅文、姜怡伶有机会很想请她们吃饭感觉雷海为比较励志彭敏比较执着     现在的小朋友们越来越能够发现我国古诗词的美好了这该当是我国 全文,1
你发现没 事情有得必有失 这个年 过的漫长且难 但我们总该找点乐子 趣事 开始慢慢放下手机 跟自己的爸妈逗趣 家庭的纽带有一种空前的凝聚 一大家子有着一致的奔头 宅下去 活下去 熬下去 这段日子最温暖的一句话啊 不过一天又一天的吃饭了 这样特殊的年 定能让人记一辈子 记住 好好珍惜身边人 ,0.999999826
分享一下夏夏的进步呀给我很多回应了超开心还自己有想象力了想象恐龙吃饭和拉屎了 小短腿夏酱的微博视频 ,0.999980753
巴厘岛一天我根本干不了几件事早上8点出门9点半下海冲浪12点上岸然后买个午饭到家估计要三点了吃完四点再去一次健身房基本差不多出来就直接吃晚饭了一天两场运动你基本就啥事都干不了了。 ,6.90E-05
让他们来玩微博抖音哔哩哔哩做内容吃饭就说李姨粉丝都两万多开始接广告了你呢拉个退休群每个月按粉丝量排名写段子学pr剪视频找素材写不出来剪不出来阅读量不高就给他们两巴掌。我那天发了个差不多的微博 查看图片,0.020993467
吉娜的腰这两个人吃饭也太搞笑了而且朗朗也很接地气吉娜说话自带东北味 追星女孩的日记的微博视频 ,0.873517168
有人问我第一次约会要不要aa非常不喜欢这个人你请客之后不太想有密切往来待考虑aa喜欢这个人让ta请客。这样下次才方便说你上次请我吃饭了这次我换请你吧天雷勾地火一触即燃一起逃单 毒魔咕 ,0.000565101
拉面馆1人1桌3面围帘心无旁鹜地专心吃饭谈事儿、谈恋爱、扯闲篇⋯全免 ,0.009859693
方响屁也很好玩我以前以为女网红都很傲娇心机很重她真的超级接地气而且是我人生见过最好笑的人非常放得开什么话都敢说。而且她真的是个atm奴我们一群人一起吃饭她非要结账跑着抢着结账不去结账不舒服人家外地来的地主之谊就算了我一个本地人陪我吃烤鱼她也非要去结账她都没吃 全文,0.312577449
今天食堂夜宵是三鲜汤年糕。有蛤蜊、虾和荷包蛋味道一般汤不是很热。 ,0.004035976
今天食堂夜宵不知道吃什么。 ,0.276534573
说几件昨天的事情一是晚上又开始下起小雨来不过雨势不大而且白天基本没怎么下到晚上才又下起来二是单位食堂夜宵中断数天后恢复供应今天是水饺超市买的速冻水饺数量没几个而且也不好吃不过食堂的酱油真是不错三是单位又发放了四个口罩这次发的是脱脂纱布口罩仙居县恒泰染织敷 全文,0.001180165
最近只要下午不用去上班吃完午饭就会在家躺尸一直躺到天黑什么都不想干不想看书不想看电影可我今年还有好多事情要做的现在趁着疫情比较闲应该行动起来的后面又怕没什么时间可我行动不起来这种懒癌拖延症的估计要死翘翘了。 ,0.001124443
今天食堂夜宵是鸡蛋酒酿汤圆汤圆是黑芝麻馅的又大又圆味道还行就是不太热。 ,0.000820027
如果明天白天不下雨的话计划中午到单位食堂吃午饭然后吃完饭去欧尚超市买餐具、厨具、大米、面条和调味品如电饭煲、炒锅、电磁炉、锅铲、菜刀、刀板、碗、筷子、盆、食用油等。下午回来再把衣服洗了。出发前烧水洗头刮胡子。 ,1.41E-05
女儿最近吃饭又乖讲话又好如果不是不能出门简直想去庙里还愿🙏 ,0.617371435
驴友超话夜宵的正确打开方式 ,0.884471352
昨天有个人冲浪的台湾人几乎是赢得了全体学员和教练的恶评懒到出蛆一口黄牙四十岁了带着撒娇似的台湾腔令人作呕我认识的台湾朋友没一个是这样的。昨天吃饭的时候还在谈论大陆的言论自由真的很好笑有种瘪三讨论有钱人痛苦的僵硬滑稽感。 ,0.999997634
饭卡超限晚上去食堂吃夜宵时顺便刷了一下饭卡果然这个月的补助已经打进来了刷卡机屏幕上现实乱码。真是麻烦。本来我是准备年后一回来就去文化服务中心买点零食的结果因为疫情影响一直没有开门营业因为持续阴雨天气寒冷和下班晚起床晚等原因食堂也只去吃过一次扣了10元这还不够。 ,2.91E-08
夜宵·年糕今天晚上食堂提供的夜宵是汤年糕配有蛤蜊、虾等但分量很少而且没有荷包蛋。汤倒是蛮烫的但味道实在是太淡了放了很多酱油、醋和辣椒油调味否则真的没法吃。 ,0.021299372
夜宵今天夜宵不知道吃什么。 ,0.880542487
发夜宵晚上我们部门给每个值夜班的员工发了一袋吃的东西真是意外计有两桶康师傅大食桶方便面香辣牛肉面、一个苹果、一罐银鹭桂圆八宝粥、两个达利园牛油味牛角包、三盒光明莫斯利安原味酸奶、四块黑芝麻萨其马6种13件东西。 ,0.992478055
吃饭下午到晚上先后吃了一个烤地瓜、一桶方便面老坛酸菜面、一个茶叶蛋、一根火腿肠、一袋真空包装的海带、一个苹果、一根烤肠、几根小麻花、几块桃酥。 ,0.005590323
这场大疫情下每一个普通人的小生活其实很有意思。之前你打开社交软件游戏、旅游、探店、美甲、酒吧精彩各有各的精彩无聊却是一样无聊。我看到一些跟我一样不会做饭的朋友被生活逼着搞起了黑暗料理。普通人被困在家最大的影响就是吃饭问题。其实透过大家发的东西基本可以看到每个人 全文,0.999962973
潜规则42条建议收藏1 去别人家里不要坐在人家的床上。2 在酒桌上与别人碰杯自己的杯子一定要低于对方的特别是对方是长辈或领导。3 晴带雨伞饱带干粮——未雨绸缪总是好的。4 如果问别人话别人不回答你不要死着脸皮不停的问。5 吃饭的时候尽量不要发出声音。6 捡东西或者穿 全文,0.525697435
黄燕玲   黄燕玲今在否      不过向来都对新Jing报的报道很有意见他们是一群吃饭砸锅的分裂症患者动机上很有问题      黄燕玲如果还在的话现身说法会是最好的回应🙏      确实应该加强对生物、病毒研究所毒株的管理了尽管我们已经是国际上做得比较好的了但兹事体大更严一 全文,0.194110252
耽误圆宝吃饭了当然是生气。,0.133117814
Z窃钩者诛窃国者侯不会人传人不失信不是非典不失信训诫真话不失信一家人有一个姨就是台湾特务不失信108亿口罩不失信四万人吃饭无人感染不失信——而不听话就要上失信名单。亲眼见证信用一词信用破产是为当代汉语的一个奇观时,0.996063235
我有个女生朋友很久没见一起吃饭穿很风骚出来🐻大了很多。我说你这把年纪干嘛突然去隆乳。她说很痛的是增生。 ,0.543754413
今天单位食堂夜宵是水饺。速冻的一点都不好吃。 ,0.184256573
老公吃完饭就去加班了我今天带了大半天喂完晚饭腰都要断了卑微地请求小姨支援得到首肯后赶紧让阿姨带过去了嘿嘿嘿。如果我家阿姨是那种菲律宾保姆就好了我看朋友的菲律宾保姆会早教太羡慕了。 ,0.963777394
今天食堂夜宵不知道吃什么希望别再像昨天那样还是吃水饺。 ,0.284549966
小和尚问方丈什么样的人是佛方丈答壹说话不急不慢贰吃饭不咸不淡叁遇事不怒不怨肆待人不分贵贱伍得失很少分辨。小和尚不信就这么简单方丈说就这么简单。小和尚那不都成佛了方丈说至今我尚未遇见阿弥陀佛慢慢修吧。早安近4万包卫生巾运抵武汉 全文,0.001593503
突然发现昨天早上吃的香辣牛肉面中午阿宽面皮晚上李子柒螺蛳粉一天都没好好吃饭 ,0.22125686
第一次看到堵车会开心  第一次看到堵车会开心     街道冷清肃杀已久再次看到车如流水马如龙当然是开心的堵车、车位难寻和吃饭排队等位子原来都是经济繁荣的标志呀     失去了再找回来忽然感觉有一种要珍惜的感觉是呀人间不能够没有烟火味      也许再 全文,0.999845494
年糕今天食堂夜宵又是三鲜汤年糕最讨厌吃年糕了因为汤汁等不能入味口感很差又是糯米制作而成不利于消化。有黄花菜、虾、蛤蜊等味道一般特别是虾感觉像是坏了一样汤也不是很烫。 ,0.000333472
试试能不能发照片了每天在家潜心做饭用心吃饭 ,0.496674854
在这里三个老人三个小伢就我一个年轻人。我娃最小什么都跟着姐姐们学分不清好坏。我娃都变野了爱哭闹爱吼叫我几乎天天要跟她干一架她才老实。刚吃饭时娃又闹我不依她奶奶们慌了我说了几次不要管她奶奶们手忙脚乱地要哄她娃也变本加厉还打破了饭碗屋子里乱成一团我控制不 全文,0.392095409
欢迎大家来找我吃饭今天換了一道菜请问是哪一道 ,0.004513074
做了个很像电影的梦。在大城市工作生活跟认识多年的姐妹合租结果因为一个很小的问题闹掰。因为还一同认识一个老板一样的人物那天正好在老板那里姐妹也来说她认识一个人准备结婚大佬说请吃饭庆祝借口有事离开结果在离开之后先是遇到抢劫后来还他喵是枪战了被救出来时正好是黄昏走 全文,0.999939993
●食堂夜宵都忘了吃本来打算10点半左右再去结果忙着校对版面等忙完一看时间都已经11点多了已经超过夜宵供应时间了感叹这时间怎么过得这么快●今天生物钟也有点乱一度以为是星期六到中午才想起来还是星期五。可能和昨天晚上再度失眠有关大家都在睡觉的时候睡不着白天又睡不醒另 全文,0.001009115
今天夜宵不知道吃什么。 ,0.671794072
单身日记3其实这个时候我已经订了去博洛尼亚的住宿和车票插画节要开始了。订票的时候我问了下佛罗伦萨男孩有没有兴趣一起说我反正订了住宿一个人住也是住两个人住也是住他自己买车票过来就好了。博洛尼亚在佛罗伦萨和米兰的中间。他说好。下午我去和小华侨吃饭我们约在duomo第 全文,0.002037446
磕盐博主最近考研初试开始成绩查询晚上跟同组的一位学长吃饭偶然聊到彼此考研的经历许多年前模糊的细节竟然开始变得逐渐清晰起来。想在这里写写二三事。我在2010年和2011年参加了两次研究生入学考试第二年很惊险地考入了亚南院。我本科所在的院校并不是传统意义上的学术名校三本虽 全文,0.999999999
今日午饭 ,0.790850056
午饭吃炸酱面、卤蛋和酸梅汤晚饭吃鸡蛋香肠培根虾仁炒饭。 ,0.146524093
夏夏最近饭量大了我让阿姨晚餐都要多做一个肉了。昨天爸爸不回家吃晚饭我和阿姨和夏夏吃。阿姨解冻了十个鸡翅我去厨房看到我说不够吃吧阿姨夏夏三个 我三个给你四个你还不够吃啊我说我一个人要吃八个。阿姨将信将疑解冻多五个最后我吃了八个夏夏吃了四个阿姨吃了三 全文,0.691813825
今天打包了一天货腰都废了五点半回到家就累到睡着了。老公喊我起来吃饭我说吃完你让我继续睡我就起来。他说你当然可以睡啦。我说那娃谁带。他说我带我带。我说好吧那我起来吃饭了。怒吃一大碗米饭三碗汤七个鸡翅两个牛肉丸若干四川腊肉。现在摸着肚子仿佛孕妇后躺的姿势躺在床上。 全文,0.004932734
现在每天就是十一点才醒开始赖床打游戏看视频刷段子综艺电影电视剧饿了吃饭馋了零食渴了饮料也只会和我喜欢的人玩即便是无聊我也不想接触无意义的社交。 ,0.9503179
今天食堂夜宵又吃汤年糕发现食堂厨师真的很喜欢做年糕。和以往去了还要等不同今天已经做好几碗放在窗台上了去了端过来就吃放了酱油和醋食材有蛤蜊、咸肉干、金针菇、虾等味道不好也不坏。 ,0.028954854
夏夏给大家表演个吃樱桃🍒跟以前的吃饭视频一个系列的 小短腿夏酱的微博视频 ,0.989992902
同问老师孩子头汗多胃口也不好不爱吃饭很瘦。我女儿就是身上没汗头上汗特别多谁问老师推脾胃怎么推,0.993725445
请过我吃饭的我是不会还钱的但是可以和你睡觉。 ,0.172191364
给你们说我有多荒谬。之前喜欢想睡一个小男生人家不喜欢我我坐火车跑过去找他请他和他朋友吃饭然后他请我喝了咖啡。我说来米兰找我请我吃饭他说好。然后我找他那个被拒来了米兰也没找我也没请我吃饭。晚上睡觉刷手机又看到他头像气不过跟他说把饭钱给我。他然后把 全文,1.66E-08
在单位食堂吃饭菜里有虾干随手发了条微博立马就有人向我推销自家产的虾干前几天吃了手剥核桃发了说说可能有人看到了今天又有人加我QQ要向我推销山核桃。我真服了这些人。 ,7.88E-10
吃晚饭前爸爸带夏夏下楼玩衣服也是他搭的。回来我问他玩得开心吗爸爸咱们女儿啊真是我真是什么爸爸真是毫无界限感人家一家三口在那里扔球她跑过去杵在中间两手一伸给我给我～小弟弟真的把球给她扔她又扔不了半米远。还有人家一群三四岁的女 全文,0.998958521
隔离第二天吃饭是大问题 廊坊·恒盛塞纳河谷 ,0.194486514
突然想起来我小时候在潮汕街上很多乞丐去买菜一路上能遇到三四五个很多就趴在地上的出去大排档吃饭要一直躲着过来乞讨的人。后来10年左右去深圳玩也是满大街都有各式乞讨人员有的是卖艺的求路路费的。但是自从来佛山真的没有印象路上有乞丐这个职业。是城市管理问题还是乞丐在这里 全文,0.665419358
我以前date有一个小男生喜欢打游戏不按时吃饭起床第一件事是先开电脑饿了就随便吃些吐司。我觉得这样不行不好他这样生活有问题我每天到时间给他做饭做好之后他连来饭桌吃饭也不坐在电脑面前吃完把碗一放我又去收了来洗。我一肚子怨气和他大吵一架。后来和朋友聊天我跟她 全文,8.07E-05
昨天微信群里说拼团的n95到了我出门去拿带了一个我室友给我的一次性医用口罩。地铁人少了一些但还是有人站着我看到的意大利人没有一个人戴口罩。拿完口罩我去我朋友家吃饭她们俩从疫情开始到现在一直没出门买了巨多零食在家。我坐公车过去下车往她家走的路上还能看到意大利人坐 全文,0.986843952
有被安慰到我娃九点半吃的早餐1130我问人家中午想吃啥我好准备。坐在地上崩溃大哭刚吃过饭啊怎么又要吃饭每天都是你们吃吧不用管我我饱着呢。三岁半的娃98cm30斤不到,0.007153616
喂女儿吃饭不是气死就是困死喂一勺等半天等到花儿也谢了没办法二胎了耐心全在这一个消耗完了。 ,0.040202574
吃饭的时候阿姨循例开始说今天买的菜多贵排骨五十几买了一条鱼给夏夏吃28。我跟老公说你说菜价这么涨下去那些一个月赚三四千养活一家人的可怎么办。生性乐观的阿姨有什么怎么办的有多少吃多少呗以前一顿一条鱼现在一条鱼分两顿吃呗。 阿姨紧接着汇报我今天买了一个新拖把了 全文,0.028344054
到成都了海关特别严格见到我爸的时候他已经在机场等了很久。在车上我问他爸我到家隔离之后你是不是每天把饭放我卧室门口就走。我爸说怎么会呢我跟你隔远一点吃饭就好了一家人总不能饭都不吃一起吃你又没发烧没事的。我说也行那你买个透明塑料板搁在我俩中间我们看得到对方但是 全文,0.070030165
八点半吃晚饭晚饭吃多25下午还有吃零食。吃多了动的少了。106→114是有原因的🙈 ,0.166520393
我真的觉得靠男人吃饭或者自己努力工作没有高下之分都是本事都要受气也都不轻松。但我为什么觉得女孩最好自己工作不要靠男人因为大部分女生的情商智商来说不具备从事靠男人吃饭这个职业的情商智商以及专业素养空有一张脸和青春换几个包几双鞋几顿饭然后就没了。不是谁都能当可可香 全文,0.977483095
没有遇到过饭渣娃可能不太理解。常见的就是建议就是让我别给她吃零食但是夏夏也不爱吃零食基本上很少吃零食除了外出我会带着哄一下。还有就是很多妈妈说饿一下就好了夏夏去年上了四个月日托班清晨六点喝一顿奶吧起床吃半个鸡蛋有时候早饭也不吃然后去上学中午基本不吃下午茶点 全文,0.758138743
所以他值得喜欢演技又好三观也正换句话说正是因为他有演技他不靠粉丝吃饭所以他不怕得罪粉丝不喜欢什么做法直接就表明态度。某些流量业务能力和获得成就并不匹配业务能力不足以获得现今的地位还不是靠狂热的粉丝捧出来的所以不敢得罪粉丝各种迁就纵容粉丝。,0.999999643
好消息我们签证过了等雅加达那边最后一个批示就剩下最后一波敲章了运气好的话周末能拿到下周就能回国。现在上海情况怎么样落地隔离14天吗吃饭咋办都是喊外卖吗这次是真的下周就能回国了下周回国一定 ,0.056764788
最近很忙忙着跟韩老师打磨十年铁杵计划忙着备考还有一日三餐和家务还有个不能上幼儿园的娃感觉充实又有点觉得好笑这么忙让我都不敢相信。也更让我觉得每天都很珍贵所以即使这么忙还是想抽出时间记录每天的小事珍惜当下。点滴小事 早饭时我举起杯子喝水时 全文,0.999999865
